"Sample name","Compound_on_Chip_","ID","group","value"
"HSC-60","Pazopanib","ERBB2_870_882","NR",-0.3800776
"MKN1","Pazopanib","MET_1227_1239","NR",-0.354381889
"MKN45","Pazopanib","ERBB2_870_882","NR",0.248714924
"NUGC-4","Pazopanib","DYR1A_212_224","NR",-0.200345457
"HSC-40A","Pazopanib","CBL_693_705","R",-0.319254518
"KATO III","Pazopanib","41_654_666","R",-0.396079063
"HSC-39","Pazopanib","VGFR2_989_1001","R",-0.562644482
"IM95","Pazopanib","FER_707_719","NR",-0.52020359
"OCUM-1","Pazopanib","ERBB2_1241_1253","NR",-0.350882411
"HSC-40A","Pazopanib","PRGR_786_798","R",0.051815033
"44As3","Pazopanib","EPHA2_765_777","NR",-0.715345144
"HSC-59","Pazopanib","CTNB1_79_91","NR",-0.222639322
"HSC-60","Pazopanib","PDPK1_369_381","NR",-0.538936257
"HSC-60","Pazopanib","K2C6B_53_65","NR",-0.418871045
"SNU-16","Pazopanib","VINC_815_827","R",-0.339231372
"HSC-59","Pazopanib","MBP_263_275","NR",0.018588424
"MKN45","Pazopanib","VGFR2_1046_1058","NR",-0.086802162
"OKAJIMA","Pazopanib","C1R_199_211","NR",0.043569326
"MKN28","Pazopanib","VGFR1_1206_1218","NR",0.24548848
"MKN7","Pazopanib","LCK_387_399","NR",-0.526535034
"KATO III","Pazopanib","VGFR2_1168_1180","R",-1.327054143
"NCI-N87","Pazopanib","CRK_214_226","NR",-0.302224845
"NCI-N87","Pazopanib","DYR1A_212_224","NR",0.161196306
"MKN74","Pazopanib","DYR1A_312_324","NR",-0.281127214
"NUGC-4","Pazopanib","ERBB4_1181_1193","NR",0.094197392
"HSC-44PE","Pazopanib","KSYK_518_530","NR",0.03617084
"IM95","Pazopanib","VGFR2_989_1001","NR",-0.566671133
"OKAJIMA","Pazopanib","FAK1_569_581","NR",-0.07433939
"58As1","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.368965864
"HSC-39","Pazopanib","EGFR_1165_1177","R",-0.205406189
"NUGC-4","Pazopanib","PDPK1_369_381","NR",-0.258971095
"MKN74","Pazopanib","JAK1_1015_1027","NR",-0.275116801
"OKAJIMA","Pazopanib","MK07_211_223","NR",-0.026070595
"HSC-58","Pazopanib","EPHB4_583_595","NR",-0.0627563
"MKN28","Pazopanib","PTN11_539_551","NR",0.227384567
"SNU-16","Pazopanib","SRC8_CHICK_476_488","R",-0.491841793
"JR-st","Pazopanib","PRRX2_202_214","NR",-0.064714074
"HSC-44PE","Pazopanib","VINC_815_827","NR",0.239993453
"HSC-59","Pazopanib","VGFR1_1162_1174","NR",0.026248932
"HSC-59","Pazopanib","PGFRB_572_584","NR",-0.341209888
"HSC-43","Pazopanib","PECA1_706_718","R",-0.64222765
"HSC-43","Pazopanib","ENOG_37_49","R",-0.717918396
"HSC-43","Pazopanib","EPOR_419_431","R",-0.567547917
"HSC-39","Pazopanib","ACHD_383_395","R",-0.398862004
"HSC-43","Pazopanib","EGFR_1103_1115","R",-0.229143262
"NCI-N87","Pazopanib","K2C6B_53_65","NR",-0.160499096
"HSC-40A","Pazopanib","NCF1_313_325","R",-0.387166977
"IM95","Pazopanib","MBP_198_210","NR",-0.345534503
"HSC-60","Pazopanib","ERBB2_1241_1253","NR",-0.431396961
"58As1","Pazopanib","CD3Z_146_158","NR",-0.348957896
"NUGC-4","Pazopanib","FRK_380_392","NR",-0.468905449
"HSC-59","Pazopanib","FAK1_569_581","NR",-0.156432271
"HSC-58","Pazopanib","EPHA1_774_786","NR",-0.370260239
"44As3","Pazopanib","MET_1227_1239","NR",-0.283499241
"44As3","Pazopanib","VGFR2_989_1001","NR",-0.624820471
"MKN1","Pazopanib","FRK_380_392","NR",0.050694227
"SNU-16","Pazopanib","ENOG_37_49","R",-0.62166214
"NUGC-4","Pazopanib","MK10_216_228","NR",-0.343678296
"MKN74","Pazopanib","EPOR_419_431","NR",-0.479530692
"HSC-39","Pazopanib","TNNT1_2_14","R",-0.319103122
"MKN74","Pazopanib","CBL_693_705","NR",-0.131130099
"HSC-44PE","Pazopanib","JAK1_1015_1027","NR",-0.222672939
"HSC-45","Pazopanib","CDK2_8_20","NR",-0.769440174
"HSC-45","Pazopanib","PGFRB_771_783","NR",-0.206920385
"HSC-44PE","Pazopanib","VGFR2_1046_1058","NR",-0.161348045
"KATO III","Pazopanib","EGFR_1103_1115","R",-0.141558349
"SNU-16","Pazopanib","MBP_263_275","R",-0.125029087
"HSC-58","Pazopanib","PP2AB_297_309","NR",-0.184921503
"HSC-43","Pazopanib","LCK_387_399","R",-0.470058441
"MKN45","Pazopanib","K2C8_425_437","NR",-0.061698038
"HSC-40A","Pazopanib","FER_707_719","R",-0.581585169
"SNU-16","Pazopanib","RET_1022_1034","R",-0.212061882
"MKN45","Pazopanib","INSR_992_1004","NR",-0.416845798
"JR-st","Pazopanib","EGFR_1103_1115","NR",-0.257324278
"MKN7","Pazopanib","RB_804_816","NR",-0.367263675
"JR-st","Pazopanib","ANXA2_17_29","NR",-0.057252407
"MKN45","Pazopanib","EGFR_1165_1177","NR",-0.056415558
"HSC-39","Pazopanib","EGFR_1103_1115","R",-0.175694823
"MKN1","Pazopanib","41_654_666","NR",-0.066191353
"SNU-16","Pazopanib","CD3Z_116_128","R",-0.35075587
"44As3","Pazopanib","JAK1_1015_1027","NR",-0.467774391
"58As1","Pazopanib","TYRO3_679_691","NR",-0.123986244
"HSC-44PE","Pazopanib","LAT_194_206","NR",-0.18049705
"HSC-45","Pazopanib","DCX_109_121","NR",-0.278105259
"HSC-43","Pazopanib","EPHB1_921_933","R",-0.190605283
"MKN7","Pazopanib","FRK_380_392","NR",-0.649556637
"HSC-58","Pazopanib","ENOG_37_49","NR",-0.412116528
"MKN1","Pazopanib","JAK2_563_577","NR",-0.097698845
"KATO III","Pazopanib","TNNT1_2_14","R",-0.605687261
"MKN1","Pazopanib","MK10_216_228","NR",0.274587542
"MKN1","Pazopanib","K2C8_425_437","NR",-0.389999121
"MKN74","Pazopanib","MK14_173_185","NR",-0.078352392
"HSC-59","Pazopanib","PP2AB_297_309","NR",-0.056010723
"HSC-44PE","Pazopanib","RON_1353_1365","NR",0.0504511
"HSC-59","Pazopanib","FGFR1_761_773","NR",0.08277607
"HSC-60","Pazopanib","PGFRB_572_584","NR",-0.691577077
"HSC-43","Pazopanib","ZAP70_485_497","R",-0.604889631
"58As1","Pazopanib","PDPK1_369_381","NR",-0.165732622
"SNU-16","Pazopanib","TYRO3_679_691","R",-0.118122697
"OCUM-1","Pazopanib","NTRK1_489_501","NR",-0.116192341
"HSC-43","Pazopanib","P85A_600_612","R",-0.454871058
"HSC-59","Pazopanib","PGFRB_709_721","NR",-0.320823193
"IM95","Pazopanib","CDK2_8_20","NR",-0.716180563
"KATO III","Pazopanib","PAXI_111_123","R",-0.61263442
"58As1","Pazopanib","PP2AB_297_309","NR",-0.209425688
"HSC-58","Pazopanib","INSR_992_1004","NR",-0.091944933
"IM95","Pazopanib","EGFR_1165_1177","NR",-0.317846298
"HSC-40A","Pazopanib","SRC8_CHICK_476_488","R",-0.616608381
"HSC-60","Pazopanib","PGFRB_1002_1014","NR",-0.511214137
"IM95","Pazopanib","PGFRB_1002_1014","NR",-0.544321299
"OKAJIMA","Pazopanib","PECA1_706_718","NR",0.008196354
"HSC-59","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.415792465
"HSC-40A","Pazopanib","ERBB4_1277_1289","R",-0.363523841
"58As1","Pazopanib","VGFR2_1168_1180","NR",-0.084994078
"MKN74","Pazopanib","K2C8_425_437","NR",-0.176260412
"HSC-45","Pazopanib","RON_1346_1358","NR",-0.445010185
"HSC-40A","Pazopanib","TNNT1_2_14","R",-0.421784401
"NCI-N87","Pazopanib","VGFR1_1040_1052","NR",-0.326383233
"HSC-39","Pazopanib","VGFR1_1206_1218","R",-0.14964658
"IM95","Pazopanib","FES_706_718","NR",-0.593765259
"HSC-44PE","Pazopanib","MK12_178_190","NR",-0.138624907
"HSC-59","Pazopanib","PGFRB_1002_1014","NR",-0.399017572
"HSC-58","Pazopanib","VGFR1_1049_1061","NR",0.10230732
"44As3","Pazopanib","VGFR1_1040_1052","NR",-0.52040267
"MKN28","Pazopanib","NTRK1_489_501","NR",-0.110497557
"HSC-39","Pazopanib","TEC_512_524","R",-0.396224856
"NUGC-3","Pazopanib","PGFRB_768_780","NR",-0.396789432
"HSC-39","Pazopanib","SRC8_CHICK_476_488","R",-0.562908888
"MKN7","Pazopanib","RON_1353_1365","NR",-0.391986847
"HSC-60","Pazopanib","MBP_263_275","NR",-0.247275174
"HSC-45","Pazopanib","K2C6B_53_65","NR",-0.360486507
"JR-st","Pazopanib","EPOR_361_373","NR",-0.495338321
"HSC-39","Pazopanib","VGFR2_1168_1180","R",-0.212417841
"HSC-39","Pazopanib","PRGR_786_798","R",-0.210584402
"MKN1","Pazopanib","CDK2_8_20","NR",-0.629595101
"NUGC-4","Pazopanib","PGFRB_771_783","NR",-0.263081074
"HSC-60","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.622202635
"JR-st","Pazopanib","CALM_95_107","NR",-0.510961294
"OKAJIMA","Pazopanib","VGFR1_1049_1061","NR",0.111488022
"OCUM-1","Pazopanib","VGFR1_1040_1052","NR",-0.156274796
"NUGC-4","Pazopanib","EPHB4_583_595","NR",-0.014865816
"JR-st","Pazopanib","PAXI_24_36","NR",-0.58227694
"HSC-59","Pazopanib","TYRO3_679_691","NR",0.087821722
"NUGC-4","Pazopanib","41_654_666","NR",-0.328626394
"NUGC-3","Pazopanib","DYR1A_312_324","NR",-0.163980722
"HSC-44PE","Pazopanib","CDK7_157_169","NR",0.218557358
"HSC-58","Pazopanib","ZAP70_485_497","NR",-0.427424431
"MKN74","Pazopanib","DCX_109_121","NR",-0.105687499
"OKAJIMA","Pazopanib","FGFR1_761_773","NR",0.170816496
"HSC-60","Pazopanib","EGFR_1165_1177","NR",-0.318517208
"MKN74","Pazopanib","VGFR2_1052_1064","NR",-0.11286366
"MKN1","Pazopanib","PLCG1_764_776","NR",0.162126228
"44As3","Pazopanib","PDPK1_2_14","NR",-0.549435258
"KATO III","Pazopanib","PTN11_539_551","R",-0.70986402
"MKN45","Pazopanib","DYR1A_212_224","NR",0.157368258
"MKN7","Pazopanib","DYR1A_212_224","NR",-0.301255822
"NCI-N87","Pazopanib","CALM_95_107","NR",-0.68930006
"58As1","Pazopanib","FRK_380_392","NR",-0.350175619
"NCI-N87","Pazopanib","FGFR2_762_774","NR",-0.244561836
"HSC-39","Pazopanib","RON_1346_1358","R",-0.176491022
"HSC-45","Pazopanib","EPHA1_774_786","NR",-0.565206766
"OCUM-1","Pazopanib","ENOG_37_49","NR",-0.779452562
"OKAJIMA","Pazopanib","EPHA2_765_777","NR",0.029554525
"HSC-40A","Pazopanib","TYRO3_679_691","R",-0.371429086
"58As1","Pazopanib","LAT_249_261","NR",-0.155828953
"OKAJIMA","Pazopanib","DYR1A_312_324","NR",0.063346706
"HSC-40A","Pazopanib","MK07_211_223","R",-0.41567266
"HSC-58","Pazopanib","MBP_259_271","NR",-0.092336178
"HSC-58","Pazopanib","CTNB1_79_91","NR",-0.071582317
"HSC-59","Pazopanib","NTRK2_696_708","NR",-0.191460252
"NUGC-3","Pazopanib","ERBB2_870_882","NR",-0.241122007
"58As1","Pazopanib","PAXI_111_123","NR",-0.456330299
"OCUM-1","Pazopanib","RET_1022_1034","NR",-0.233760715
"MKN7","Pazopanib","ERBB4_1181_1193","NR",-0.184813142
"KATO III","Pazopanib","VINC_815_827","R",-0.384148598
"JR-st","Pazopanib","ERBB2_1241_1253","NR",-0.499380469
"IM95","Pazopanib","TNNT1_2_14","NR",0.022148967
"HSC-58","Pazopanib","MK10_216_228","NR",-0.070037842
"HSC-39","Pazopanib","PGFRB_572_584","R",-0.477182627
"HSC-40A","Pazopanib","EPHB1_921_933","R",-0.187355697
"HSC-45","Pazopanib","P85A_600_612","NR",-0.563974142
"SNU-16","Pazopanib","SRC8_CHICK_492_504","R",-0.353775978
"HSC-40A","Pazopanib","FES_706_718","R",-0.622918248
"OCUM-1","Pazopanib","VINC_815_827","NR",-0.403239667
"SNU-16","Pazopanib","C1R_199_211","R",-0.410302877
"KATO III","Pazopanib","VGFR2_1046_1058","R",-0.274863541
"NUGC-4","Pazopanib","ERBB2_1241_1253","NR",-0.248124838
"HSC-39","Pazopanib","MBP_263_275","R",-0.230570555
"SNU-16","Pazopanib","PLCG1_764_776","R",-0.413357735
"OKAJIMA","Pazopanib","CTNB1_79_91","NR",-0.08498279
"HSC-45","Pazopanib","ERBB4_1277_1289","NR",-0.307469368
"MKN1","Pazopanib","RB_804_816","NR",0.041887283
"OKAJIMA","Pazopanib","SRC8_CHICK_470_482","NR",-0.089947022
"SNU-16","Pazopanib","JAK2_563_577","R",-0.479677081
"HSC-45","Pazopanib","EPHB1_921_933","NR",-0.015784502
"OCUM-1","Pazopanib","VGFR2_944_956","NR",-0.038152456
"HSC-39","Pazopanib","ZAP70_485_497","R",-0.416007876
"HSC-60","Pazopanib","FAK2_572_584","NR",-0.430173635
"NUGC-3","Pazopanib","PAXI_24_36","NR",-0.693009853
"58As1","Pazopanib","EGFR_1165_1177","NR",-0.384049177
"MKN74","Pazopanib","VGFR1_1162_1174","NR",-0.103660107
"HSC-45","Pazopanib","MK10_216_228","NR",-0.202572823
"HSC-40A","Pazopanib","INSR_992_1004","R",-0.382435441
"NCI-N87","Pazopanib","RON_1353_1365","NR",-0.056247115
"IM95","Pazopanib","ERBB4_1181_1193","NR",-0.187849283
"HSC-39","Pazopanib","VGFR3_1061_1073","R",-0.298258066
"58As1","Pazopanib","CDK2_8_20","NR",-0.383878946
"OCUM-1","Pazopanib","NPT2A_501_513","NR",-0.23718822
"IM95","Pazopanib","FAK2_572_584","NR",-0.331665874
"IM95","Pazopanib","EPOR_361_373","NR",-0.629890203
"OCUM-1","Pazopanib","EPHA1_774_786","NR",-0.363574505
"OKAJIMA","Pazopanib","EPHA7_607_619","NR",0.125884533
"MKN7","Pazopanib","EPOR_361_373","NR",-0.525730968
"HSC-60","Pazopanib","VGFR2_1168_1180","NR",-0.309756994
"44As3","Pazopanib","K2C8_425_437","NR",-0.47111392
"OKAJIMA","Pazopanib","JAK1_1015_1027","NR",0.05437215
"NUGC-4","Pazopanib","EPHB1_921_933","NR",0.025959432
"NCI-N87","Pazopanib","PGFRB_771_783","NR",0.013333957
"JR-st","Pazopanib","DDR1_506_518","NR",-0.058798432
"HSC-39","Pazopanib","RON_1353_1365","R",-0.186848044
"HSC-58","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.246907234
"NUGC-4","Pazopanib","VGFR1_1049_1061","NR",-0.116926491
"HSC-58","Pazopanib","RON_1353_1365","NR",-0.444102526
"MKN74","Pazopanib","VINC_815_827","NR",0.025325298
"MKN74","Pazopanib","ODBA_340_352","NR",-0.51009655
"58As1","Pazopanib","PDPK1_2_14","NR",-0.347802162
"OCUM-1","Pazopanib","LAT_249_261","NR",-0.438255668
"HSC-60","Pazopanib","MET_1227_1239","NR",-0.521036744
"IM95","Pazopanib","CD79A_181_193","NR",-0.798639059
"HSC-60","Pazopanib","ZBT16_621_633","NR",-0.064653873
"JR-st","Pazopanib","MET_1227_1239","NR",-0.22854948
"NCI-N87","Pazopanib","FRK_380_392","NR",-0.345096588
"44As3","Pazopanib","CALM_95_107","NR",-0.556687176
"58As1","Pazopanib","ERBB2_1241_1253","NR",-0.070496798
"IM95","Pazopanib","EPHA1_774_786","NR",-0.663258076
"OCUM-1","Pazopanib","EPHB1_921_933","NR",-0.116867542
"HSC-39","Pazopanib","PLCG1_764_776","R",-0.503708839
"HSC-39","Pazopanib","K2C8_425_437","R",-0.212095857
"OKAJIMA","Pazopanib","MET_1227_1239","NR",-0.185641214
"NCI-N87","Pazopanib","JAK2_563_577","NR",-0.101455331
"NUGC-4","Pazopanib","CTNB1_79_91","NR",-0.146940947
"KATO III","Pazopanib","PRGR_786_798","R",-0.410335839
"58As1","Pazopanib","VGFR1_1040_1052","NR",-0.19242692
"NCI-N87","Pazopanib","PGFRB_572_584","NR",-0.388649553
"NUGC-4","Pazopanib","JAK2_563_577","NR",-0.034947395
"NUGC-4","Pazopanib","PAXI_24_36","NR",-0.481055498
"HSC-44PE","Pazopanib","ACHD_383_395","NR",-0.056741357
"MKN74","Pazopanib","CD79A_181_193","NR",-0.769701958
"IM95","Pazopanib","PAXI_111_123","NR",-0.845111132
"58As1","Pazopanib","MK12_178_190","NR",-0.393618345
"OKAJIMA","Pazopanib","PGFRB_1002_1014","NR",-0.094623007
"HSC-44PE","Pazopanib","CBL_693_705","NR",-0.433323622
"MKN7","Pazopanib","CTNB1_79_91","NR",-0.603432894
"HSC-58","Pazopanib","EPHB1_771_783","NR",-0.391653776
"HSC-44PE","Pazopanib","CD3Z_146_158","NR",-0.209612668
"IM95","Pazopanib","VINC_815_827","NR",-0.253666639
"HSC-39","Pazopanib","CD3Z_146_158","R",-0.227749228
"NUGC-3","Pazopanib","SRC8_CHICK_470_482","NR",0.003014326
"HSC-58","Pazopanib","EGFR_1103_1115","NR",-0.328594685
"HSC-59","Pazopanib","CD79A_181_193","NR",-0.518244267
"KATO III","Pazopanib","MK10_216_228","R",-0.421143293
"MKN28","Pazopanib","NPT2A_501_513","NR",0.277914524
"MKN7","Pazopanib","41_654_666","NR",-0.564015627
"MKN1","Pazopanib","EPHA4_589_601","NR",-0.523971021
"HSC-45","Pazopanib","VGFR2_1168_1180","NR",-0.188288689
"HSC-58","Pazopanib","DYR1A_312_324","NR",-0.077994585
"HSC-44PE","Pazopanib","FAK1_569_581","NR",-0.113238931
"HSC-59","Pazopanib","EPHB1_921_933","NR",0.093731284
"OKAJIMA","Pazopanib","TEC_512_524","NR",-0.031190872
"MKN28","Pazopanib","PDPK1_369_381","NR",-0.270810127
"SNU-16","Pazopanib","JAK1_1015_1027","R",-0.342557907
"58As1","Pazopanib","ERBB4_1277_1289","NR",-0.217086554
"MKN1","Pazopanib","PAXI_24_36","NR",-0.168660954
"HSC-59","Pazopanib","PECA1_706_718","NR",-0.436450124
"HSC-59","Pazopanib","EPOR_361_373","NR",-0.321944833
"IM95","Pazopanib","RASA1_453_465","NR",-0.608029008
"HSC-45","Pazopanib","PRRX2_202_214","NR",-0.383398771
"HSC-59","Pazopanib","FGFR2_762_774","NR",-0.236570239
"HSC-43","Pazopanib","MBP_198_210","R",-0.40549767
"JR-st","Pazopanib","RASA1_453_465","NR",-0.366140246
"IM95","Pazopanib","K2C6B_53_65","NR",-0.383438349
"MKN74","Pazopanib","VGFR1_1049_1061","NR",-0.021816611
"44As3","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.588294268
"IM95","Pazopanib","CD3Z_146_158","NR",-0.278254211
"MKN7","Pazopanib","NTRK1_489_501","NR",-0.072054505
"MKN1","Pazopanib","EPOR_361_373","NR",-0.169296265
"44As3","Pazopanib","CDK2_8_20","NR",-0.714404345
"JR-st","Pazopanib","RON_1346_1358","NR",-0.021867037
"KATO III","Pazopanib","NTRK2_696_708","R",-0.549011707
"MKN28","Pazopanib","PECA1_706_718","NR",-0.328926086
"HSC-39","Pazopanib","FER_707_719","R",-0.367775202
"HSC-58","Pazopanib","MK14_173_185","NR",0.046175003
"NUGC-3","Pazopanib","FER_707_719","NR",-0.662130833
"IM95","Pazopanib","PRRX2_202_214","NR",-0.394210696
"SNU-16","Pazopanib","RON_1346_1358","R",-0.457314253
"OKAJIMA","Pazopanib","ZBT16_621_633","NR",-0.102325357
"HSC-44PE","Pazopanib","PP2AB_297_309","NR",-0.068594813
"HSC-59","Pazopanib","PTN11_539_551","NR",-0.139286935
"KATO III","Pazopanib","PP2AB_297_309","R",-0.505572796
"HSC-45","Pazopanib","FAK1_569_581","NR",-0.40581274
"44As3","Pazopanib","DYR1A_212_224","NR",0.316862166
"HSC-59","Pazopanib","EGFR_1190_1202","NR",-0.132953405
"KATO III","Pazopanib","FAK2_572_584","R",-0.963323712
"KATO III","Pazopanib","PGFRB_771_783","R",-0.142000198
"HSC-45","Pazopanib","FES_706_718","NR",-0.835557461
"HSC-60","Pazopanib","EPHA4_589_601","NR",-0.197328269
"HSC-59","Pazopanib","NTRK1_489_501","NR",-0.036254883
"MKN28","Pazopanib","AMPE_5_17","NR",0.075897299
"NUGC-3","Pazopanib","MK12_178_190","NR",0.095645905
"KATO III","Pazopanib","VGFR3_1061_1073","R",-0.240646243
"HSC-58","Pazopanib","VGFR3_1061_1073","NR",-0.252284765
"MKN45","Pazopanib","NPT2A_501_513","NR",0.110535145
"58As1","Pazopanib","FAK2_572_584","NR",-0.131797791
"MKN28","Pazopanib","ANXA2_17_29","NR",-0.077104174
"MKN28","Pazopanib","RON_1353_1365","NR",-0.225060105
"MKN1","Pazopanib","B3AT_39_51","NR",-0.28021279
"KATO III","Pazopanib","TYRO3_679_691","R",-0.369159579
"MKN28","Pazopanib","FES_706_718","NR",-0.35003075
"JR-st","Pazopanib","TNNT1_2_14","NR",-0.050399065
"HSC-44PE","Pazopanib","FER_707_719","NR",-0.481024623
"OKAJIMA","Pazopanib","NCF1_313_325","NR",0.106798567
"SNU-16","Pazopanib","DCX_109_121","R",-0.308100939
"IM95","Pazopanib","TEC_512_524","NR",-0.260731339
"SNU-16","Pazopanib","ERBB4_1277_1289","R",-0.420481682
"HSC-59","Pazopanib","FRK_380_392","NR",-0.423015356
"KATO III","Pazopanib","ANXA1_14_26","R",-1.052076697
"HSC-59","Pazopanib","SRC8_CHICK_492_504","NR",-0.433554649
"44As3","Pazopanib","ANXA1_14_26","NR",-0.545816779
"HSC-39","Pazopanib","MBP_259_271","R",0.072597623
"58As1","Pazopanib","ODBA_340_352","NR",-0.322905064
"NUGC-4","Pazopanib","SRC8_CHICK_476_488","NR",-0.617081404
"MKN1","Pazopanib","VGFR2_1052_1064","NR",0.15546982
"HSC-59","Pazopanib","ERBB4_1181_1193","NR",-0.143786669
"HSC-59","Pazopanib","JAK2_563_577","NR",-0.04965663
"NUGC-3","Pazopanib","CD3Z_146_158","NR",-0.389799237
"MKN1","Pazopanib","SRC8_CHICK_492_504","NR",-0.017461935
"HSC-45","Pazopanib","TYRO3_679_691","NR",-0.175026178
"HSC-39","Pazopanib","NCF1_313_325","R",-0.178759813
"OCUM-1","Pazopanib","DYR1A_212_224","NR",-0.079090834
"44As3","Pazopanib","AMPE_5_17","NR",-0.209287882
"HSC-60","Pazopanib","EPHA7_607_619","NR",-0.510855079
"HSC-45","Pazopanib","VGFR1_1049_1061","NR",-0.277053118
"KATO III","Pazopanib","LCK_387_399","R",-0.481228113
"MKN74","Pazopanib","EGFR_1103_1115","NR",-0.32011354
"58As1","Pazopanib","P85A_600_612","NR",-0.511058807
"MKN45","Pazopanib","TEC_512_524","NR",-0.060855549
"MKN45","Pazopanib","NCF1_313_325","NR",0.025190353
"KATO III","Pazopanib","FAK1_569_581","R",-0.614183784
"IM95","Pazopanib","PGFRB_771_783","NR",0.027505517
"SNU-16","Pazopanib","ERBB4_1181_1193","R",0.007341564
"HSC-58","Pazopanib","SRC8_CHICK_470_482","NR",-0.079316854
"58As1","Pazopanib","VGFR1_1049_1061","NR",-0.04804039
"MKN28","Pazopanib","MK07_211_223","NR",-0.25148955
"NUGC-3","Pazopanib","EPHA4_589_601","NR",0.129749537
"HSC-45","Pazopanib","EPOR_361_373","NR",-0.608872652
"58As1","Pazopanib","RON_1353_1365","NR",0.015272379
"HSC-60","Pazopanib","PTN11_539_551","NR",-0.245086312
"MKN7","Pazopanib","PLCG1_764_776","NR",-0.675437927
"HSC-40A","Pazopanib","PDPK1_369_381","R",-0.429689288
"MKN45","Pazopanib","DYR1A_312_324","NR",-0.0148681
"44As3","Pazopanib","SRC8_CHICK_476_488","NR",-0.792795897
"MKN7","Pazopanib","EGFR_1103_1115","NR",-0.452763677
"MKN45","Pazopanib","PGFRB_1002_1014","NR",-0.170213059
"HSC-59","Pazopanib","EPHA2_765_777","NR",-0.397568464
"IM95","Pazopanib","EPHA2_765_777","NR",-0.533753157
"HSC-44PE","Pazopanib","JAK2_563_577","NR",-0.226466179
"HSC-60","Pazopanib","DYR1A_312_324","NR",-0.5082618
"IM95","Pazopanib","LAT_194_206","NR",-0.302212954
"HSC-45","Pazopanib","TEC_512_524","NR",-0.450167656
"MKN1","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.39460659
"NCI-N87","Pazopanib","VGFR3_1061_1073","NR",-0.211031601
"HSC-60","Pazopanib","VGFR2_989_1001","NR",-0.621284842
"MKN7","Pazopanib","JAK2_563_577","NR",-0.380787969
"HSC-58","Pazopanib","KSYK_518_530","NR",-0.158620596
"HSC-58","Pazopanib","C1R_199_211","NR",-0.065432787
"NUGC-3","Pazopanib","K2C8_425_437","NR",-0.265187263
"KATO III","Pazopanib","PRRX2_202_214","R",-0.517267466
"MKN1","Pazopanib","VGFR2_944_956","NR",0.048731405
"NUGC-4","Pazopanib","RASA1_453_465","NR",-0.376523614
"MKN1","Pazopanib","CRK_214_226","NR",-0.456489563
"HSC-58","Pazopanib","PDPK1_369_381","NR",-0.248632193
"HSC-59","Pazopanib","PGFRB_771_783","NR",-0.219107628
"OKAJIMA","Pazopanib","LCK_387_399","NR",-0.343242317
"44As3","Pazopanib","ERBB2_870_882","NR",-0.304149032
"OKAJIMA","Pazopanib","ODBA_340_352","NR",-0.412340552
"HSC-59","Pazopanib","MBP_198_210","NR",-0.124070227
"MKN74","Pazopanib","PRGR_786_798","NR",-0.118672609
"MKN1","Pazopanib","EFS_246_258","NR",-0.434636116
"JR-st","Pazopanib","CBL_693_705","NR",-0.417960525
"HSC-43","Pazopanib","EPHA1_774_786","R",-0.422819614
"HSC-40A","Pazopanib","VGFR2_944_956","R",-0.540931821
"NUGC-3","Pazopanib","VGFR2_1052_1064","NR",0.098266661
"SNU-16","Pazopanib","CD3Z_146_158","R",-0.00227499
"HSC-58","Pazopanib","PGFRB_1014_1028","NR",-0.241436481
"NCI-N87","Pazopanib","TYRO3_679_691","NR",-0.174715996
"HSC-40A","Pazopanib","RON_1353_1365","R",-0.162446499
"MKN74","Pazopanib","LCK_387_399","NR",-0.23551333
"SNU-16","Pazopanib","LCK_387_399","R",-0.286893845
"HSC-43","Pazopanib","DDR1_506_518","R",-0.246105313
"NCI-N87","Pazopanib","CD79A_181_193","NR",-0.362270504
"HSC-43","Pazopanib","PGFRB_771_783","R",-0.489438295
"MKN1","Pazopanib","ERBB4_1181_1193","NR",-0.460851878
"58As1","Pazopanib","ERBB4_1181_1193","NR",-0.195287704
"HSC-45","Pazopanib","RASA1_453_465","NR",-0.591892719
"MKN28","Pazopanib","EPHB1_771_783","NR",-0.219830826
"HSC-59","Pazopanib","EGFR_1103_1115","NR",-0.302218199
"MKN74","Pazopanib","SRC8_CHICK_492_504","NR",-0.768450499
"SNU-16","Pazopanib","PRGR_786_798","R",0.00866425
"HSC-60","Pazopanib","ANXA2_17_29","NR",-0.1234864
"HSC-58","Pazopanib","EPHB1_921_933","NR",-0.241840124
"HSC-59","Pazopanib","ANXA1_14_26","NR",-0.37046802
"OCUM-1","Pazopanib","CTNB1_79_91","NR",-0.075426042
"NUGC-3","Pazopanib","SRC8_CHICK_476_488","NR",-0.694531679
"HSC-43","Pazopanib","CALM_95_107","R",-0.634478211
"HSC-59","Pazopanib","LCK_387_399","NR",-0.370571613
"HSC-60","Pazopanib","DCX_109_121","NR",-0.380981684
"HSC-60","Pazopanib","SRC8_CHICK_492_504","NR",-0.71039176
"HSC-60","Pazopanib","ENOG_37_49","NR",-0.678808928
"MKN1","Pazopanib","ERBB2_1241_1253","NR",0.266444534
